YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Hsig,TP,Avg_Wv_Dir,Avg_Wv_Dir_N,M_Decl
2016,1,11,0,55,0,0.26,9.50,172.00,149.41,-22.59
2016,1,11,1,25,0,0.27,9.10,173.00,150.41,-22.59
2016,1,11,1,55,0,0.28,9.10,166.00,143.41,-22.59
2016,1,11,2,25,0,0.31,9.50,175.00,152.41,-22.59
2016,1,11,2,55,0,0.37,3.60,149.00,126.41,-22.59
2016,1,11,3,25,0,0.31,8.30,178.00,155.41,-22.59
2016,1,11,3,55,0,0.34,9.50,184.00,161.41,-22.59
2016,1,11,4,25,0,0.30,8.70,176.00,153.41,-22.59
2016,1,11,4,55,0,0.33,10.00,174.00,151.41,-22.59
2016,1,11,5,25,0,0.32,9.10,178.00,155.41,-22.59
2016,1,11,5,55,0,0.31,9.10,176.00,153.41,-22.59
2016,1,11,6,25,0,0.36,8.70,169.00,146.41,-22.59
2016,1,11,6,55,0,0.27,9.10,177.00,154.41,-22.59
2016,1,11,7,25,0,0.27,9.50,199.00,176.41,-22.59
2016,1,11,7,55,0,0.24,9.50,216.00,193.41,-22.59
2016,1,11,8,25,0,0.27,9.50,201.00,178.41,-22.59
2016,1,11,8,55,0,0.26,9.50,197.00,174.41,-22.59
2016,1,11,9,25,0,0.24,9.50,179.00,156.41,-22.59
2016,1,11,9,55,0,0.28,9.50,175.00,152.41,-22.59
2016,1,11,10,25,0,0.29,9.50,165.00,142.41,-22.59
2016,1,11,10,55,0,0.29,9.10,155.00,132.41,-22.59
2016,1,11,11,25,0,0.23,9.10,160.00,137.41,-22.59
2016,1,11,11,55,0,0.22,7.40,165.00,142.41,-22.59
2016,1,11,12,25,0,0.24,9.50,162.00,139.41,-22.59
2016,1,11,12,55,0,0.23,9.10,176.00,153.41,-22.59
2016,1,11,13,25,0,0.20,8.00,169.00,146.41,-22.59
2016,1,11,13,55,0,0.20,8.70,166.00,143.41,-22.59
2016,1,11,14,25,0,0.23,8.30,89.00,66.41,-22.59
2016,1,11,14,55,0,0.21,9.50,180.00,157.41,-22.59
2016,1,11,15,25,0,0.26,8.30,172.00,149.41,-22.59
2016,1,11,15,55,0,0.24,8.70,163.00,140.41,-22.59
2016,1,11,16,25,0,0.24,9.10,183.00,160.41,-22.59
2016,1,11,16,55,0,0.26,9.10,182.00,159.41,-22.59
2016,1,11,17,25,0,0.25,8.00,177.00,154.41,-22.59
2016,1,11,17,55,0,0.26,11.10,167.00,144.41,-22.59
2016,1,11,18,25,0,0.21,8.70,168.00,145.41,-22.59
2016,1,11,18,55,0,0.23,9.10,187.00,164.41,-22.59
2016,1,11,19,25,0,0.26,8.70,172.00,149.41,-22.59
2016,1,11,19,55,0,0.27,9.50,182.00,159.41,-22.59
2016,1,11,20,25,0,0.29,13.30,168.00,145.41,-22.59
2016,1,11,20,55,0,0.27,8.70,188.00,165.41,-22.59
2016,1,11,21,25,0,0.31,9.10,184.00,161.41,-22.59
2016,1,11,21,55,0,0.36,13.30,169.00,146.41,-22.59
2016,1,11,22,25,0,0.33,12.50,168.00,145.41,-22.59
2016,1,11,22,55,0,0.33,13.30,159.00,136.41,-22.59
2016,1,11,23,25,0,0.32,13.30,168.00,145.41,-22.59
2016,1,11,23,55,0,0.30,12.50,167.00,144.41,-22.59
2016,1,12,0,25,0,0.33,12.50,156.00,133.41,-22.59
2016,1,12,0,55,0,0.27,12.50,161.00,138.41,-22.59
2016,1,12,1,25,0,0.33,11.80,156.00,133.41,-22.59
2016,1,12,1,55,0,0.29,12.50,157.00,134.41,-22.59
2016,1,12,2,25,0,0.29,11.80,156.00,133.41,-22.59
2016,1,12,2,55,0,0.30,13.30,153.00,130.41,-22.59
2016,1,12,3,25,0,0.36,12.50,138.00,115.41,-22.59
2016,1,12,3,55,0,0.35,13.30,146.00,123.41,-22.59
2016,1,12,4,25,0,0.35,13.30,147.00,124.41,-22.59
2016,1,12,4,55,0,0.33,13.30,163.00,140.41,-22.59
2016,1,12,5,25,0,0.30,12.50,161.00,138.41,-22.59
2016,1,12,5,55,0,0.32,12.50,152.00,129.41,-22.59
2016,1,12,6,25,0,0.26,12.50,185.00,162.41,-22.59
2016,1,12,6,55,0,0.31,12.50,166.00,143.41,-22.59
2016,1,12,7,25,0,0.29,12.50,161.00,138.41,-22.59
2016,1,12,7,55,0,0.35,12.50,167.00,144.41,-22.59
2016,1,12,8,25,0,0.31,12.50,167.00,144.41,-22.59
2016,1,12,8,55,0,0.27,12.50,175.00,152.41,-22.59
2016,1,12,9,25,0,0.33,11.10,167.00,144.41,-22.59
2016,1,12,9,55,0,0.30,11.80,182.00,159.41,-22.59
2016,1,12,10,25,0,0.29,11.80,181.00,158.41,-22.59
2016,1,12,10,55,0,0.27,11.80,170.00,147.41,-22.59
2016,1,12,11,25,0,0.24,11.10,158.00,135.41,-22.59
2016,1,12,11,55,0,0.29,11.80,158.00,135.41,-22.59
2016,1,12,12,25,0,0.26,12.50,167.00,144.41,-22.59
2016,1,12,12,55,0,0.31,11.80,162.00,139.41,-22.59
2016,1,12,13,25,0,0.27,11.80,166.00,143.41,-22.59
2016,1,12,13,55,0,0.24,10.50,173.00,150.41,-22.59
2016,1,12,14,25,0,0.25,10.50,164.00,141.41,-22.59
2016,1,12,14,55,0,0.25,11.10,154.00,131.41,-22.59
2016,1,12,15,25,0,0.28,10.50,158.00,135.41,-22.59
2016,1,12,15,55,0,0.25,10.50,153.00,130.41,-22.59
2016,1,12,16,25,0,0.24,10.50,159.00,136.41,-22.59
2016,1,12,16,55,0,0.26,11.80,152.00,129.41,-22.59
2016,1,12,17,25,0,0.25,10.00,152.00,129.41,-22.59
2016,1,12,17,55,0,0.23,10.50,151.00,128.41,-22.59
2016,1,12,18,25,0,0.27,10.50,153.00,130.41,-22.59
2016,1,12,19,25,0,0.26,10.00,148.00,125.41,-22.59
2016,1,12,19,55,0,0.26,12.50,151.00,128.41,-22.59
2016,1,12,20,25,0,0.25,11.80,147.00,124.41,-22.59
2016,1,12,21,25,0,0.28,12.50,159.00,136.41,-22.59
2016,1,12,21,55,0,0.28,12.50,159.00,136.41,-22.59
2016,1,12,22,25,0,0.28,13.30,166.00,143.41,-22.59
2016,1,12,22,55,0,0.28,11.80,166.00,143.41,-22.59
2016,1,12,23,25,0,0.31,12.50,157.00,134.41,-22.59
2016,1,12,23,55,0,0.29,12.50,157.00,134.41,-22.59
2016,1,13,0,25,0,0.27,12.50,167.00,144.41,-22.59
2016,1,13,0,55,0,0.23,12.50,170.00,147.41,-22.59
2016,1,13,1,25,0,0.22,12.50,168.00,145.41,-22.59
2016,1,13,1,55,0,0.25,12.50,158.00,135.41,-22.59
2016,1,13,2,25,0,0.23,12.50,164.00,141.41,-22.59
2016,1,13,2,55,0,0.21,12.50,167.00,144.41,-22.59
2016,1,13,3,25,0,0.27,12.50,160.00,137.41,-22.59
2016,1,13,3,55,0,0.29,12.50,151.00,128.41,-22.59
2016,1,13,4,25,0,0.28,11.10,148.00,125.41,-22.59
2016,1,13,4,55,0,0.27,11.10,146.00,123.41,-22.59
2016,1,13,5,25,0,0.30,11.80,153.00,130.41,-22.59
2016,1,13,5,55,0,0.28,13.30,152.00,129.41,-22.59
2016,1,13,6,25,0,0.24,11.10,127.00,104.41,-22.59
2016,1,13,6,55,0,0.26,11.10,171.00,148.41,-22.59
2016,1,13,7,25,0,0.25,12.50,159.00,136.41,-22.59
2016,1,13,7,55,0,0.25,11.10,151.00,128.41,-22.59
2016,1,13,8,25,0,0.26,12.50,143.00,120.41,-22.59
2016,1,13,8,55,0,0.27,12.50,133.00,110.41,-22.59
2016,1,13,9,25,0,0.28,12.50,147.00,124.41,-22.59
2016,1,13,9,55,0,0.32,11.80,146.00,123.41,-22.59
2016,1,13,10,25,0,0.37,12.50,161.00,138.41,-22.59
2016,1,13,10,55,0,0.31,11.10,163.00,140.41,-22.59
2016,1,13,11,25,0,0.35,11.80,163.00,140.41,-22.59
2016,1,13,11,55,0,0.39,13.30,160.00,137.41,-22.59
2016,1,13,12,25,0,0.37,11.10,167.00,144.41,-22.59
2016,1,13,12,55,0,0.36,11.80,165.00,142.41,-22.59
2016,1,13,13,25,0,0.40,10.50,165.00,142.41,-22.59
2016,1,13,13,55,0,0.36,11.10,161.00,138.41,-22.59
2016,1,13,14,25,0,0.36,10.00,165.00,142.41,-22.59
2016,1,13,14,55,0,0.33,11.80,163.00,140.41,-22.59
2016,1,13,15,25,0,0.34,11.10,160.00,137.41,-22.59
2016,1,13,15,55,0,0.35,12.50,155.00,132.41,-22.59
2016,1,13,16,25,0,0.40,11.10,155.00,132.41,-22.59
2016,1,13,16,55,0,0.40,11.10,152.00,129.41,-22.59
2016,1,13,17,25,0,0.33,11.10,143.00,120.41,-22.59
2016,1,13,17,55,0,0.30,10.00,153.00,130.41,-22.59
2016,1,13,18,25,0,0.27,10.50,166.00,143.41,-22.59
2016,1,13,18,55,0,0.36,9.50,155.00,132.41,-22.59
2016,1,13,19,25,0,0.31,10.50,161.00,138.41,-22.59
2016,1,13,19,55,0,0.29,10.50,158.00,135.41,-22.59
2016,1,13,20,25,0,0.31,11.10,160.00,137.41,-22.59
2016,1,13,20,55,0,0.23,10.50,140.00,117.41,-22.59
2016,1,13,21,25,0,0.22,10.00,146.00,123.41,-22.59
2016,1,13,21,55,0,0.22,12.50,167.00,144.41,-22.59
2016,1,13,22,25,0,0.30,9.50,167.00,144.41,-22.59
2016,1,13,22,55,0,0.31,10.00,169.00,146.41,-22.59
2016,1,13,23,25,0,0.33,10.00,171.00,148.41,-22.59
2016,1,13,23,55,0,0.36,12.50,172.00,149.41,-22.59
2016,1,14,0,25,0,0.36,9.50,163.00,140.41,-22.59
2016,1,14,0,55,0,0.30,13.30,177.00,154.41,-22.59
2016,1,14,1,25,0,0.32,12.50,185.00,162.41,-22.59
2016,1,14,1,55,0,0.28,9.10,184.00,161.41,-22.59
2016,1,14,2,25,0,0.29,11.80,179.00,156.41,-22.59
2016,1,14,2,55,0,0.30,12.50,178.00,155.41,-22.59
2016,1,14,3,25,0,0.30,9.10,180.00,157.41,-22.59
2016,1,14,3,55,0,0.32,11.80,161.00,138.41,-22.59
2016,1,14,4,25,0,0.35,11.80,156.00,133.41,-22.59
2016,1,14,4,55,0,0.38,8.70,147.00,124.41,-22.59
2016,1,14,5,25,0,0.38,11.10,149.00,126.41,-22.59
2016,1,14,5,55,0,0.34,12.50,153.00,130.41,-22.59
2016,1,14,6,25,0,0.30,11.10,167.00,144.41,-22.59
2016,1,14,6,55,0,0.31,10.50,178.00,155.41,-22.59
2016,1,14,7,25,0,0.32,8.00,136.00,113.41,-22.59
2016,1,14,7,55,0,0.36,8.00,175.00,152.41,-22.59
2016,1,14,8,25,0,0.33,7.70,148.00,125.41,-22.59
2016,1,14,8,55,0,0.36,8.30,158.00,135.41,-22.59
2016,1,14,9,25,0,0.35,10.50,159.00,136.41,-22.59
2016,1,14,9,55,0,0.38,12.50,148.00,125.41,-22.59
2016,1,14,10,25,0,0.42,12.50,164.00,141.41,-22.59
2016,1,14,10,55,0,0.36,7.10,168.00,145.41,-22.59
2016,1,14,11,25,0,0.45,7.10,171.00,148.41,-22.59
2016,1,14,11,55,0,0.47,11.10,160.00,137.41,-22.59
2016,1,14,12,25,0,0.44,11.10,159.00,136.41,-22.59
2016,1,14,12,55,0,0.43,11.10,153.00,130.41,-22.59
2016,1,14,13,25,0,0.44,11.80,153.00,130.41,-22.59
2016,1,14,13,55,0,0.40,11.10,160.00,137.41,-22.59
2016,1,14,14,25,0,0.41,10.00,160.00,137.41,-22.59
2016,1,14,14,55,0,0.45,10.00,167.00,144.41,-22.59
2016,1,14,15,25,0,0.42,10.50,160.00,137.41,-22.59
2016,1,14,15,55,0,0.41,10.50,154.00,131.41,-22.59
2016,1,14,16,55,0,0.44,10.00,149.00,126.41,-22.59
2016,1,14,17,25,0,0.44,9.50,163.00,140.41,-22.59
2016,1,14,17,55,0,0.48,9.50,150.00,127.41,-22.59
2016,1,14,18,25,0,0.42,10.00,154.00,131.41,-22.59
2016,1,14,18,55,0,0.40,9.10,153.00,130.41,-22.59
2016,1,14,19,25,0,0.39,8.00,159.00,136.41,-22.59
2016,1,14,19,55,0,0.38,10.00,146.00,123.41,-22.59
2016,1,14,20,25,0,0.35,10.00,159.00,136.41,-22.59
2016,1,14,20,55,0,0.35,9.10,158.00,135.41,-22.59
2016,1,14,21,25,0,0.29,9.50,150.00,127.41,-22.59
2016,1,14,21,55,0,0.26,9.50,168.00,145.41,-22.59
2016,1,14,22,25,0,0.30,9.10,180.00,157.41,-22.59
2016,1,14,22,55,0,0.32,11.80,178.00,155.41,-22.59
2016,1,14,23,25,0,0.35,12.50,184.00,161.41,-22.59
2016,1,14,23,55,0,0.32,12.50,186.00,163.41,-22.59
2016,1,15,0,25,0,0.30,10.50,184.00,161.41,-22.59
2016,1,15,0,55,0,0.33,13.30,175.00,152.41,-22.59
2016,1,15,1,25,0,0.32,9.10,168.00,145.41,-22.59
2016,1,15,1,55,0,0.29,6.90,170.00,147.41,-22.59
2016,1,15,2,25,0,0.28,11.10,174.00,151.41,-22.59
2016,1,15,2,55,0,0.29,10.50,185.00,162.41,-22.59
2016,1,15,3,25,0,0.27,11.80,182.00,159.41,-22.59
2016,1,15,3,55,0,0.26,11.10,188.00,165.41,-22.59
2016,1,15,4,25,0,0.30,11.10,180.00,157.41,-22.59
2016,1,15,4,55,0,0.30,10.50,171.00,148.41,-22.59
2016,1,15,5,25,0,0.29,12.50,166.00,143.41,-22.59
2016,1,15,5,55,0,0.31,7.70,159.00,136.41,-22.59
2016,1,15,6,25,0,0.36,10.50,156.00,133.41,-22.59
2016,1,15,6,55,0,0.35,7.70,157.00,134.41,-22.59
2016,1,15,7,25,0,0.30,6.70,159.00,136.41,-22.59
2016,1,15,7,55,0,0.28,6.70,156.00,133.41,-22.59
2016,1,15,8,25,0,0.29,6.70,195.00,172.41,-22.59
2016,1,15,8,55,0,0.29,6.90,180.00,157.41,-22.59
2016,1,15,9,25,0,0.27,6.70,167.00,144.41,-22.59
2016,1,15,9,55,0,0.30,7.10,146.00,123.41,-22.59
2016,1,15,10,25,0,0.29,6.90,163.00,140.41,-22.59
2016,1,15,10,55,0,0.35,7.40,172.00,149.41,-22.59
2016,1,15,11,25,0,0.44,6.70,167.00,144.41,-22.59
2016,1,15,11,55,0,0.45,6.90,173.00,150.41,-22.59
2016,1,15,12,25,0,0.49,6.90,159.00,136.41,-22.59
2016,1,15,12,55,0,0.50,6.90,164.00,141.41,-22.59
2016,1,15,13,25,0,0.50,6.90,163.00,140.41,-22.59
2016,1,15,13,55,0,0.47,6.90,156.00,133.41,-22.59
2016,1,15,14,25,0,0.42,6.90,156.00,133.41,-22.59
2016,1,15,14,55,0,0.45,6.90,160.00,137.41,-22.59
2016,1,15,15,25,0,0.49,6.90,162.00,139.41,-22.59
2016,1,15,15,55,0,0.47,6.70,157.00,134.41,-22.59
2016,1,15,16,25,0,0.45,6.70,166.00,143.41,-22.59
2016,1,15,16,55,0,0.50,6.50,172.00,149.41,-22.59
2016,1,15,17,25,0,0.49,6.70,162.00,139.41,-22.59
2016,1,15,17,55,0,0.48,6.70,163.00,140.41,-22.59
2016,1,15,18,25,0,0.44,6.50,167.00,144.41,-22.59
2016,1,15,18,55,0,0.38,6.70,157.00,134.41,-22.59
2016,1,15,19,25,0,0.35,6.70,182.00,159.41,-22.59
2016,1,15,19,55,0,0.34,6.50,170.00,147.41,-22.59
2016,1,15,20,25,0,0.34,6.50,161.00,138.41,-22.59
2016,1,15,20,55,0,0.33,6.50,148.00,125.41,-22.59
2016,1,15,21,25,0,0.31,5.70,136.00,113.41,-22.59
2016,1,15,21,55,0,0.32,12.50,164.00,141.41,-22.59
2016,1,15,22,25,0,0.30,6.50,155.00,132.41,-22.59
2016,1,15,22,55,0,0.33,12.50,162.00,139.41,-22.59
2016,1,15,23,25,0,0.41,12.50,163.00,140.41,-22.59
2016,1,15,23,55,0,0.34,6.50,179.00,156.41,-22.59
2016,1,16,0,25,0,0.37,13.30,176.00,153.41,-22.59
2016,1,16,0,55,0,0.38,11.80,159.00,136.41,-22.59
2016,1,16,1,25,0,0.36,12.50,160.00,137.41,-22.59
2016,1,16,1,55,0,0.34,12.50,160.00,137.41,-22.59
2016,1,16,2,25,0,0.35,12.50,153.00,130.41,-22.59
2016,1,16,2,55,0,0.33,11.80,168.00,145.41,-22.59
2016,1,16,3,25,0,0.31,10.50,163.00,140.41,-22.59
2016,1,16,3,55,0,0.32,12.50,174.00,151.41,-22.59
2016,1,16,4,25,0,0.31,13.30,182.00,159.41,-22.59
2016,1,16,4,55,0,0.34,12.50,182.00,159.41,-22.59
2016,1,16,5,25,0,0.34,10.00,180.00,157.41,-22.59
2016,1,16,5,55,0,0.40,13.30,167.00,144.41,-22.59
2016,1,16,6,25,0,0.37,14.30,154.00,131.41,-22.59
2016,1,16,6,55,0,0.36,12.50,149.00,126.41,-22.59
2016,1,16,7,25,0,0.38,11.10,154.00,131.41,-22.59
2016,1,16,7,55,0,0.38,5.90,141.00,118.41,-22.59
2016,1,16,8,25,0,0.37,6.30,156.00,133.41,-22.59
2016,1,16,8,55,0,0.31,5.70,153.00,130.41,-22.59
2016,1,16,9,25,0,0.35,12.50,160.00,137.41,-22.59
2016,1,16,9,55,0,0.36,13.30,161.00,138.41,-22.59
2016,1,16,10,25,0,0.26,13.30,167.00,144.41,-22.59
2016,1,16,10,55,0,0.30,12.50,163.00,140.41,-22.59
2016,1,16,11,25,0,0.39,13.30,162.00,139.41,-22.59
2016,1,16,11,55,0,0.44,11.80,174.00,151.41,-22.59
2016,1,16,12,25,0,0.42,12.50,178.00,155.41,-22.59
2016,1,16,12,55,0,0.51,13.30,169.00,146.41,-22.59
2016,1,16,13,25,0,0.54,12.50,164.00,141.41,-22.59
2016,1,16,13,55,0,0.64,12.50,162.00,139.41,-22.59
2016,1,16,14,25,0,0.59,12.50,160.00,137.41,-22.59
2016,1,16,14,55,0,0.64,13.30,162.00,139.41,-22.59
2016,1,16,15,25,0,0.66,14.30,160.00,137.41,-22.59
2016,1,16,15,55,0,0.73,7.10,159.00,136.41,-22.59
2016,1,16,16,25,0,0.74,7.10,158.00,135.41,-22.59
2016,1,16,16,55,0,0.76,6.70,165.00,142.41,-22.59
2016,1,16,17,25,0,0.74,7.10,171.00,148.41,-22.59
2016,1,16,17,55,0,0.80,7.10,165.00,142.41,-22.59
2016,1,16,18,25,0,0.88,7.40,158.00,135.41,-22.59
2016,1,16,18,55,0,0.81,12.50,158.00,135.41,-22.59
2016,1,16,19,25,0,0.84,14.30,161.00,138.41,-22.59
2016,1,16,19,55,0,0.91,6.90,150.00,127.41,-22.59
2016,1,16,20,25,0,0.94,7.10,152.00,129.41,-22.59
2016,1,16,20,55,0,0.82,13.30,148.00,125.41,-22.59
2016,1,16,21,25,0,0.75,12.50,154.00,131.41,-22.59
2016,1,16,21,55,0,0.62,13.30,156.00,133.41,-22.59
2016,1,16,22,25,0,0.55,13.30,161.00,138.41,-22.59
2016,1,16,22,55,0,0.58,7.70,164.00,141.41,-22.59
2016,1,16,23,25,0,0.71,8.30,160.00,137.41,-22.59
2016,1,16,23,55,0,0.72,12.50,161.00,138.41,-22.59
2016,1,17,0,25,0,0.85,6.90,166.00,143.41,-22.59
2016,1,17,0,55,0,0.80,7.40,157.00,134.41,-22.59
2016,1,17,1,25,0,0.84,7.70,161.00,138.41,-22.59
2016,1,17,1,55,0,0.80,8.00,157.00,134.41,-22.59
2016,1,17,2,25,0,0.70,7.10,158.00,135.41,-22.59
2016,1,17,2,55,0,0.70,7.40,158.00,135.41,-22.59
2016,1,17,3,25,0,0.61,8.30,156.00,133.41,-22.59
2016,1,17,3,55,0,0.67,7.10,157.00,134.41,-22.59
2016,1,17,4,25,0,0.71,7.70,158.00,135.41,-22.59
2016,1,17,4,55,0,0.70,7.40,160.00,137.41,-22.59
2016,1,17,5,25,0,0.68,7.70,166.00,143.41,NULL
2016,1,17,5,55,0,0.70,7.40,166.00,143.41,-22.59
2016,1,17,6,25,0,0.75,7.10,157.00,134.41,-22.59
2016,1,17,6,55,0,0.74,8.00,154.00,131.41,-22.59
2016,1,17,7,25,0,0.67,7.40,162.00,139.41,-22.59
2016,1,17,7,55,0,0.70,7.40,163.00,140.41,-22.59
2016,1,17,8,25,0,0.71,7.40,161.00,138.41,-22.59
2016,1,17,8,55,0,0.82,7.40,149.00,126.41,-22.59
2016,1,17,9,25,0,0.77,8.00,158.00,135.41,-22.59
2016,1,17,9,55,0,0.67,7.40,162.00,139.41,-22.59
2016,1,17,10,25,0,0.67,7.70,158.00,135.41,-22.59
2016,1,17,10,55,0,0.71,7.10,155.00,132.41,-22.59
2016,1,17,11,25,0,0.61,8.30,164.00,141.41,-22.59
2016,1,17,11,55,0,0.68,7.70,164.00,141.41,-22.59
2016,1,17,12,25,0,0.73,8.00,161.00,138.41,-22.59
2016,1,17,12,55,0,0.77,7.70,158.00,135.41,-22.59
2016,1,17,13,25,0,0.79,7.70,165.00,142.41,-22.59
2016,1,17,13,55,0,0.77,8.00,168.00,145.41,-22.59
2016,1,17,14,25,0,0.82,7.40,167.00,144.41,-22.59
2016,1,17,14,55,0,0.76,7.10,170.00,147.41,-22.59
2016,1,17,15,25,0,0.73,7.40,167.00,144.41,-22.59
2016,1,17,15,55,0,0.87,8.00,162.00,139.41,-22.59
2016,1,17,16,25,0,0.75,7.70,158.00,135.41,-22.59
2016,1,17,16,55,0,0.72,7.70,165.00,142.41,-22.59
2016,1,17,17,25,0,0.72,8.00,161.00,138.41,-22.59
2016,1,17,17,55,0,0.70,8.30,164.00,141.41,-22.59
2016,1,17,18,25,0,0.63,7.70,174.00,151.41,-22.59
2016,1,17,18,55,0,0.71,7.40,169.00,146.41,-22.59
2016,1,17,19,25,0,0.78,7.40,165.00,142.41,-22.59
2016,1,17,19,55,0,0.77,7.70,168.00,145.41,-22.59
2016,1,17,20,25,0,0.73,7.40,164.00,141.41,-22.59
2016,1,17,20,55,0,0.78,6.90,162.00,139.41,-22.59
2016,1,17,21,25,0,0.69,8.00,167.00,144.41,-22.59
2016,1,17,21,55,0,0.71,8.30,159.00,136.41,-22.59
2016,1,17,22,25,0,0.71,7.70,160.00,137.41,-22.59
2016,1,17,22,55,0,0.68,8.00,155.00,132.41,-22.59
2016,1,17,23,25,0,0.69,8.30,162.00,139.41,-22.59
2016,1,17,23,55,0,0.71,7.70,168.00,145.41,-22.59
2016,1,18,0,25,0,0.75,7.40,165.00,142.41,-22.59
2016,1,18,0,55,0,0.73,8.00,165.00,142.41,-22.59
2016,1,18,1,25,0,0.74,7.70,168.00,145.41,-22.59
2016,1,18,1,55,0,0.69,7.70,174.00,151.41,-22.59
2016,1,18,2,25,0,0.69,13.30,171.00,148.41,-22.59
2016,1,18,2,55,0,0.71,8.00,172.00,149.41,-22.59
2016,1,18,3,25,0,0.67,9.50,170.00,147.41,-22.59
2016,1,18,3,55,0,0.66,13.30,167.00,144.41,-22.59
2016,1,18,4,25,0,0.65,13.30,163.00,140.41,-22.59
2016,1,18,4,55,0,0.65,9.50,166.00,143.41,-22.59
2016,1,18,5,25,0,0.59,9.10,173.00,150.41,-22.59
2016,1,18,5,55,0,0.60,8.70,187.00,164.41,-22.59
2016,1,18,6,25,0,0.57,12.50,186.00,163.41,-22.59
2016,1,18,6,55,0,0.60,12.50,184.00,161.41,-22.59
2016,1,18,7,25,0,0.60,13.30,179.00,156.41,-22.59
2016,1,18,7,55,0,0.67,9.10,173.00,150.41,-22.59
2016,1,18,8,25,0,0.65,9.10,173.00,150.41,-22.59
2016,1,18,8,55,0,0.61,8.70,175.00,152.41,-22.59
2016,1,18,9,25,0,0.65,9.10,170.00,147.41,-22.59
2016,1,18,9,55,0,0.70,13.30,162.00,139.41,-22.59
2016,1,18,10,25,0,0.71,9.10,157.00,134.41,-22.59
2016,1,18,10,55,0,0.71,8.70,164.00,141.41,-22.59
2016,1,18,11,25,0,0.71,8.30,159.00,136.41,-22.59
2016,1,18,11,55,0,0.72,8.30,163.00,140.41,-22.59
2016,1,18,12,25,0,0.65,8.30,161.00,138.41,-22.59
2016,1,18,12,55,0,0.72,8.70,166.00,143.41,-22.59
2016,1,18,13,25,0,0.73,8.30,159.00,136.41,-22.59
2016,1,18,13,55,0,0.69,9.10,166.00,143.41,-22.59
2016,1,18,14,25,0,0.74,9.10,174.00,151.41,-22.59
2016,1,18,14,55,0,0.73,8.70,182.00,159.41,-22.59
2016,1,18,15,25,0,0.69,5.90,169.00,146.41,-22.59
2016,1,18,15,55,0,0.66,7.10,169.00,146.41,-22.59
2016,1,18,16,25,0,0.74,6.50,168.00,145.41,-22.59
2016,1,18,16,55,0,0.66,8.30,164.00,141.41,-22.59
2016,1,18,17,25,0,0.66,6.70,161.00,138.41,-22.59
2016,1,18,17,55,0,0.67,13.30,161.00,138.41,-22.59
2016,1,18,18,25,0,0.67,12.50,171.00,148.41,-22.59
2016,1,18,18,55,0,0.67,8.70,175.00,152.41,-22.59
2016,1,18,19,25,0,0.64,11.80,171.00,148.41,-22.59
2016,1,18,19,55,0,0.71,8.30,164.00,141.41,-22.59
2016,1,18,20,25,0,0.58,12.50,160.00,137.41,-22.59
2016,1,18,20,55,0,0.59,12.50,170.00,147.41,-22.59
2016,1,18,21,25,0,0.60,12.50,167.00,144.41,-22.59
2016,1,18,21,55,0,0.59,8.30,163.00,140.41,-22.59
2016,1,18,22,25,0,0.55,8.00,166.00,143.41,-22.59
2016,1,18,22,55,0,0.58,7.70,168.00,145.41,-22.59
2016,1,18,23,25,0,0.49,11.10,164.00,141.41,-22.59
2016,1,18,23,55,0,0.56,11.80,157.00,134.41,-22.59
2016,1,19,0,25,0,0.57,8.00,161.00,138.41,-22.59
2016,1,19,0,55,0,0.54,7.40,162.00,139.41,-22.59
2016,1,19,1,25,0,0.55,11.80,166.00,143.41,-22.59
2016,1,19,1,55,0,0.61,8.00,169.00,146.41,-22.59
2016,1,19,2,25,0,0.56,7.70,162.00,139.41,-22.59
2016,1,19,2,55,0,0.56,8.00,161.00,138.41,-22.59
2016,1,19,3,25,0,0.53,7.70,172.00,149.41,-22.59
2016,1,19,3,55,0,0.54,7.10,169.00,146.41,-22.59
2016,1,19,4,25,0,0.54,12.50,161.00,138.41,-22.59
2016,1,19,4,55,0,0.56,11.80,159.00,136.41,-22.59
2016,1,19,5,25,0,0.56,12.50,156.00,133.41,-22.59
2016,1,19,5,55,0,0.59,7.10,154.00,131.41,-22.59
2016,1,19,6,25,0,0.54,6.50,165.00,142.41,-22.59
2016,1,19,6,55,0,0.48,13.30,171.00,148.41,-22.59
2016,1,19,7,25,0,0.54,13.30,169.00,146.41,-22.59
2016,1,19,7,55,0,0.53,11.80,173.00,150.41,-22.59
2016,1,19,8,25,0,0.57,12.50,168.00,145.41,-22.59
2016,1,19,8,55,0,0.58,10.50,163.00,140.41,-22.59
2016,1,19,9,25,0,0.57,10.00,151.00,128.41,-22.59
2016,1,19,9,55,0,0.55,12.50,151.00,128.41,-22.59
2016,1,19,10,25,0,0.54,12.50,151.00,128.41,-22.59
2016,1,19,10,55,0,0.51,6.90,154.00,131.41,-22.59
2016,1,19,11,25,0,0.54,10.00,147.00,124.41,-22.59
2016,1,19,11,55,0,0.52,6.50,146.00,123.41,-22.59
2016,1,19,12,25,0,0.51,6.90,150.00,127.41,-22.59
2016,1,19,12,55,0,0.50,12.50,149.00,126.41,-22.59
2016,1,19,13,25,0,0.48,6.70,155.00,132.41,-22.59
2016,1,19,13,55,0,0.53,6.70,159.00,136.41,-22.59
2016,1,19,14,25,0,0.50,12.50,160.00,137.41,-22.59
